BR_mean,BR_std,RMSSD,SDNN,CV,Ti_mean,Ti_std,Te_mean,Te_std,IE_ratio,Amp_mean,Amp_std,Dominant_Freq,Power_Low_Freq,Power_Med_Freq,Power_High_Freq,Spectral_Entropy,Spectral_Centroid,y_pair,subject_id,pair_id,session_id,file_path_breath
27.982938197784986,11.794340895949501,1.3378051843477083,1.114095760989313,0.43779388745883857,2.872836747361887,1.6728862643086981,1.2779699571265346,0.7211693480586711,2.9130417301184353,5385.42265068263,18757.78152509516,0.0703125,736030601.855827,616583327.2162764,66336026.170288034,2.950472519820615,0.2104598816906904,1,d3,diabetes003_2014_10_01-06_00_57,2014_10_01-06_00_57,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/003/sensor_data/2014_10_01-06_00_57/2014_10_01-06_00_57_Breathing.csv
32.85542350667838,11.506086897822465,1.1008127457773638,0.8941174897598814,0.42909764604992845,1.4369183157133822,1.0988634594466775,1.057183568125605,0.5918319024993042,1.720380080361995,2575.9330232844386,18153.26970188166,0.140625,1084272688.6702836,688215305.8382957,53273336.57480496,2.711355823253107,0.18149017116626626,1,d3,diabetes003_2014_10_02-09_24_32,2014_10_02-09_24_32,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/003/sensor_data/2014_10_02-09_24_32/2014_10_02-09_24_32_Breathing.csv
35.042650519096725,10.763664559073945,0.7898989953580148,0.5699004718920634,0.30490450069845887,0.0,0.0,0.9330144281379654,0.370147532713836,0.0,134.72911781078005,85.7381380910421,0.2109375,15145.443047546352,43996.75095896269,11758.61803002993,3.4036730937738144,0.3508709205592811,1,d3,diabetes003_2014_10_03-00_54_40,2014_10_03-00_54_40,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/003/sensor_data/2014_10_03-00_54_40/2014_10_03-00_54_40_Breathing.csv
25.09832622728291,11.113613021422104,1.3741883629835867,1.112969499591344,0.3943541517217679,1.5663807189542482,0.5171210051043955,1.492422159913501,0.8074177503217347,0.9680001357837088,8816.913059258304,154744.30013492337,0.0703125,47000721658.99434,68562411336.552704,4669652625.751767,3.0252047496449084,0.23458391012705704,1,d3,diabetes003_2014_10_03-18_06_15,2014_10_03-18_06_15,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/003/sensor_data/2014_10_03-18_06_15/2014_10_03-18_06_15_Breathing.csv
26.657740328340957,11.651448826111402,1.5524607949206535,1.221814638156892,0.4532838464392517,3.119890842935112,2.008891088472625,1.3613495535741758,0.8211214317125061,2.992847575997627,4687.677341207994,25564.98674601289,0.140625,2091548874.1480856,882957866.1341364,116774071.07713723,2.607257180413557,0.175523130176452,1,d3,diabetes003_2014_10_04-05_33_24,2014_10_04-05_33_24,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/003/sensor_data/2014_10_04-05_33_24/2014_10_04-05_33_24_Breathing.csv
25.506676040621794,10.751522939554771,1.311140255733536,1.0670535947092918,0.3884211887785835,4.511436101211203,2.6434339702812357,1.509309337555587,0.7926730034981943,3.6362895840789515,22396.56336215233,25680.36465083099,0.0703125,2087900564.0873384,1824357380.6436281,141187065.87613386,2.9053028790221966,0.20237158504099614,1,d4,diabetes004_2014_10_01-06_55_10,2014_10_01-06_55_10,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/004/sensor_data/2014_10_01-06_55_10/2014_10_01-06_55_10_Breathing.csv
25.27748951031551,10.74680635649458,1.280672056139927,1.1063353922752968,0.39722729099299353,0.0,0.0,1.5143507835241243,0.7952894105753707,0.0,40207.28980023523,38753.25699109839,0.0703125,5159116205.330082,4922447379.576962,342124294.0506417,2.9025480391080887,0.20631805442020165,1,d4,diabetes004_2014_10_02-07_21_06,2014_10_02-07_21_06,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/004/sensor_data/2014_10_02-07_21_06/2014_10_02-07_21_06_Breathing.csv
24.844310291841087,11.318641838346522,1.4284372087733386,1.2674939593586185,0.4357789144477545,2.0160220543665783,1.4067055814392089,1.580339526306041,0.9051441832904721,1.9545465934135622,38918.5958920516,68109.50301379249,0.0703125,15691059698.741371,8641681049.934425,554140242.0683675,2.6454677141436207,0.17175706428808138,1,d4,diabetes004_2014_10_03-08_05_42,2014_10_03-08_05_42,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/004/sensor_data/2014_10_03-08_05_42/2014_10_03-08_05_42_Breathing.csv
26.29542943933464,11.37443261421005,1.235276923359929,1.0796986960501247,0.4011616062183533,1.8780842480532882,1.4865509210045333,1.4508449613756889,0.7614523055350879,1.7594732195537932,20308.758500957527,64450.43446310821,0.0703125,9004165113.767282,4024979818.957717,287817051.75939214,2.600781195386493,0.15896099799599941,1,d4,diabetes004_2014_10_04-06_32_58,2014_10_04-06_32_58,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/004/sensor_data/2014_10_04-06_32_58/2014_10_04-06_32_58_Breathing.csv
25.99407113201205,11.995234419355555,1.181882697569802,1.0768870953102359,0.3936552146126736,0.0,0.0,1.4642348984607425,0.7523372087021905,0.0,16597.603322361847,21016.450589891625,0.0703125,1381595521.1134586,1154105620.1565187,70729832.39164837,2.8422946634208532,0.1977704157013689,1,d4,diabetes004_2014_10_04-16_49_30,2014_10_04-16_49_30,/kaggle/input/d1namo-ecg-glucose-data/diabetes_subset_sensor_data/diabetes_subset_sensor_data/004/sensor_data/2014_10_04-16_49_30/2014_10_04-16_49_30_Breathing.csv
